bench;dataset;arch;threads;cmdline;unit;retval;value;runtime;tag
parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.fuwhx0he/in_64K.txt /tmp/parsec.blackscholes.fuwhx0he/prices.txt;seconds;0;4.425643444061279;native;No Fences:simlarge:4
parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.fuwhx0he/in_64K.txt /tmp/parsec.blackscholes.fuwhx0he/prices.txt;seconds;0;4.4885094165802;native;No Fences:simlarge:4
parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.fuwhx0he/in_64K.txt /tmp/parsec.blackscholes.fuwhx0he/prices.txt;seconds;0;4.3902506828308105;native;No Fences:simlarge:4
parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.fuwhx0he/in_64K.txt /tmp/parsec.blackscholes.fuwhx0he/prices.txt;seconds;0;4.416327476501465;native;No Fences:simlarge:4
parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.fuwhx0he/in_64K.txt /tmp/parsec.blackscholes.fuwhx0he/prices.txt;seconds;0;4.515399694442749;native;No Fences:simlarge:4
parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.fuwhx0he/in_64K.txt /tmp/parsec.blackscholes.fuwhx0he/prices.txt;seconds;0;4.473029613494873;native;No Fences:simlarge:4
parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.fuwhx0he/in_64K.txt /tmp/parsec.blackscholes.fuwhx0he/prices.txt;seconds;0;4.447890520095825;native;No Fences:simlarge:4
parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.fuwhx0he/in_64K.txt /tmp/parsec.blackscholes.fuwhx0he/prices.txt;seconds;0;4.422592401504517;native;No Fences:simlarge:4
parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.fuwhx0he/in_64K.txt /tmp/parsec.blackscholes.fuwhx0he/prices.txt;seconds;0;4.43522572517395;native;No Fences:simlarge:4
parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.fuwhx0he/in_64K.txt /tmp/parsec.blackscholes.fuwhx0he/prices.txt;seconds;0;4.391785383224487;native;No Fences:simlarge:4
