bench;dataset;arch;threads;cmdline;unit;retval;value;runtime;tag
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;15.622771739959717;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;15.327746629714966;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;15.394001722335815;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;14.964563369750977;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;15.230492353439333;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;14.966251373291016;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;15.062378406524658;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;14.874831438064575;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;14.883973360061646;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;14.855205535888672;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;14.39362120628357;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;15.08806848526001;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;14.535947561264038;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;14.925799369812012;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;16.109691381454468;native;none
parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.2d4syywd/corel lsh /tmp/parsec.ferret.2d4syywd/queries 10 20 4 /tmp/parsec.ferret.2d4syywd/output.txt;seconds;0;15.374101638793944;native;none
